Principio attivo;Confezione di riferimento;ATC;AIC;Confezione;Farmaco;Ditta;Prezzo riferimento SSN;Prezzo Pubblico 29 ottobre 2015;Differenza;Nota;Codice gruppo equivalenza
Perindopril;30 UNITA' 8 MG - USO ORALE;C09AA04;27469319;"""10 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN CONTENITORE PER COMPRESSE PP";PROCAPTAN;STRODER S.R.L.;  7,14;  20,69;  13,55;;EHB
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;42460042;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PERINDOPRIL E INDAPAMIDE KRKA;KRKA D.D.NOVO MESTO;  10,40;  10,40;  0,00;;ELA
Perindopril + indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;40064014;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PERINDOPRIL E INDAPAMIDE RANBAXY;RANBAXY ITALIA S.P.A.;  10,40;  10,40;  0,00;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;42603011;"""2 MG + 0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL";PERINDOPRIL E INDAPAMIDE TECNIGEN;TECNIGEN S.R.L.;  10,40;  10,40;  0,00;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;40114023;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PERINDOPRIL INDAPAMIDE DOC GENERICI;DOC GENERICI S.R.L.;  10,40;  10,40;  0,00;;ELA
Perindopril + indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;41155019;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";PERINDOPRIL INDAPAMIDE EG;EG S.P.A.;  10,40;  10,40;  0,00;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;39420043;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER";PERINDOPRIL INDAPAMIDE MYLAN GENERICS;MYLAN S.P.A.;  10,40;  10,40;  0,00;;ELA
Perindopril + indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;40706018;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PERINDOPRIL INDAPAMIDE PENSA;PENSA PHARMA S.P.A.;  10,40;  10,40;  0,00;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;38614044;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";PERINDOPRIL INDAPAMIDE RATIOPHARM;RATIOPHARM GMBH;  10,40;  10,40;  0,00;;ELA
Perindopril + indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;40410045;"""2 MG/0,625 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PERINDOPRIL INDAPAMIDE SANDOZ;SANDOZ S.P.A.;  10,40;  10,40;  0,00;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;41940014;"""2,5 MG/0,625 MG COMPRESSE RIVESTITE CON FILM"" 30 CPR IN CONTENITORE PP";PERINDOPRIL INDAPAMIDE TEVA;TEVA ITALIA S.R.L.;  10,40;  10,40;  0,00;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;34234260;"""2,5 MG + 0,625 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN CONTENITORE PP";PRELECTAL;STRODER S.R.L.;  10,40;  14,90;  4,50;;ELA
Perindopril + Indapamide;30 UNITA' (2+0,625) MG - USO ORALE;C09BA04;34236240;"""2,5 MG + 0,625 MG COMPRESSE RIVESTITE CON FILM"" 1 CONTENITORE PP DA 30 COMPRESSE";PRETERAX;LES LABORATOIRES SERVIER;  10,40;  14,90;  4,50;;ELA
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;42460131;"""4 MG/1,25 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PERINDOPRIL E INDAPAMIDE KRKA;KRKA D.D.NOVO MESTO;  10,40;  10,40;  0,00;;ELB
Perindopril + indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;40064026;"""4 MG/1,25 MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PERINDOPRIL E INDAPAMIDE RANBAXY;RANBAXY ITALIA S.P.A.;  10,40;  10,40;  0,00;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;42603023;"""4 MG + 1,25 MG COMPRESSE"" 30 COMPRESSE IN BLISTER OPA/AL";PERINDOPRIL E INDAPAMIDE TECNIGEN;TECNIGEN S.R.L.;  10,40;  10,40;  0,00;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;40114062;"""4 MG/1,25MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PERINDOPRIL INDAPAMIDE DOC GENERICI;DOC GENERICI S.R.L.;  10,40;  10,40;  0,00;;ELB
Perindopril + indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;41155060;"""4 MG/1,25 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PVC/PVDC/AL";PERINDOPRIL INDAPAMIDE EG;EG S.P.A.;  10,40;  10,40;  0,00;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;39420310;"""4 MG/1,25 MG COMPRESSE"" 30 COMPRESSE IN BLISTER";PERINDOPRIL INDAPAMIDE MYLAN GENERICS;MYLAN S.P.A.;  10,40;  10,40;  0,00;;ELB
Perindopril + indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;40706020;"""4 MG/1,25MG COMPRESSE"" 30 COMPRESSE IN BLISTER AL/AL";PERINDOPRIL INDAPAMIDE PENSA;PENSA PHARMA S.P.A.;  10,40;  10,40;  0,00;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;38614145;"""4 MG/1,25 MG COMPRESSE"" 30 COMPRESSE IN BLISTER PA/AL/PVC/AL";PERINDOPRIL INDAPAMIDE RATIOPHARM;RATIOPHARM GMBH;  10,40;  10,40;  0,00;;ELB
Perindopril + indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;40410134;"""4 MG/1,25 MG COMPRESSE"" 30 COMPRESSE  IN BLISTER OPA/AL/PVC/AL";PERINDOPRIL INDAPAMIDE SANDOZ;SANDOZ S.P.A.;  10,40;  10,40;  0,00;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;41940053;"""5 MG/1,25 MG COMPRESSE RIVESTITE CON FILM"" 30 CPR IN CONTENITORE PP";PERINDOPRIL INDAPAMIDE TEVA;TEVA ITALIA S.R.L.;  10,40;  10,40;  0,00;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;34234361;"""5 MG + 1,25 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN CONTENITORE PP";PRELECTAL;STRODER S.R.L.;  10,40;  14,90;  4,50;;ELB
Perindopril + Indapamide;30 UNITA' (4+1,25) MG - USO ORALE;C09BA04;34236341;"""5 MG + 1,25 MG COMPRESSE RIVESTITE CON FILM"" 1 CONTENITORE PP DA 30 COMPRESSE";PRETERAX;LES LABORATOIRES SERVIER;  10,40;  14,90;  4,50;;ELB
Pilocarpina;10 ML 2% - USO OFTALMICO SOLUZIONE;S01EB01;4897017;2% COLLIRIO 10 ML;DROPILTON;BRUSCHETTINI S.R.L.;  1,96;  2,16;  0,20;;36C
Pilocarpina;10 ML 4% - USO OFTALMICO SOLUZIONE;S01EB01;4897029;4% COLLIRIO 10 ML;DROPILTON;BRUSCHETTINI S.R.L.;  1,95;  3,42;  1,47;;36A
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;34946018;"""15 MG COMPRESSE 28 COMPRESSE";ACTOS;TAKEDA PHARMA A/S;  10,00;  13,50;  3,50;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;39673013;"""15 MG COMPRESSE 28 COMPRESSE USO ORALE";ACTOS;MEDIWIN LIMITED;  10,00;  36,59;  26,59;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;34958013;"""15 MG COMPRESSE 28 COMPRESSE";GLUSTIN;TAKEDA PHARMA A/S;  10,00;  13,50;  3,50;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;41901024;"""15 MG COMPRESSA USO ORALE BLISTER (ALU/ALU) 28 COMPRESSE";PIOGLITAZONE ACTAVIS;ACTAVIS GROUP PTC EHF;  10,00;  10,00;  0,00;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;40633024;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER AL/AL";PIOGLITAZONE DOC GENERICI;DOC GENERICI S.R.L.;  10,00;  10,00;  0,00;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;40476032;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PIOGLITAZONE MYLAN;MYLAN S.P.A.;  10,00;  10,00;  0,00;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;40675035;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER AL/AL";PIOGLITAZONE SANDOZ;SANDOZ S.P.A.;  10,00;  10,00;  0,00;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;42700017;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PCTFE/AL";PIOGLITAZONE TECNIGEN;TECNIGEN S.R.L.;  10,00;  10,00;  0,00;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 15 MG - USO ORALE;A10BG03;40694022;"""15 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PIOGLITAZONE ZENTIVA;ZENTIVA ITALIA S.R.L.;  10,00;  10,00;  0,00;In distribuzione diretta da parte delle Regioni;QEA
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;34946044;"""30 MG COMPRESSE 28 COMPRESSE";ACTOS;TAKEDA PHARMA A/S;  15,00;  18,50;  3,50;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;34958049;"""30 MG COMPRESSE"" 28 COMPRESSE";GLUSTIN;TAKEDA PHARMA A/S;  15,00;  18,50;  3,50;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;41901113;"""30 MG COMPRESSA USO ORALE BLISTER (ALU/ALU)"" 28 COMPRESSE";PIOGLITAZONE ACTAVIS;ACTAVIS GROUP PTC EHF;  15,00;  15,00;  0,00;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;40633125;"""30 MG COMPRESSE"" 28 COMPRESSE IN BLISTER AL/AL";PIOGLITAZONE DOC GENERICI;DOC GENERICI S.R.L.;  15,00;  15,00;  0,00;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;40476121;"""30 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PIOGLITAZONE MYLAN;MYLAN S.P.A.;  15,00;  15,00;  0,00;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;40675151;"""30 MG COMPRESSE"" 28 COMPRESSE IN BLISTER AL/AL";PIOGLITAZONE SANDOZ;SANDOZ S.P.A.;  15,00;  15,00;  0,00;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;42700029;"""30 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PCTFE/AL";PIOGLITAZONE TECNIGEN;TECNIGEN S.R.L.;  15,00;  15,00;  0,00;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 30 MG - USO ORALE;A10BG03;40694150;"""30 MG COMPRESSE"" 28 COMPRESSE IN BLISTER OPA/AL/PVC/AL";PIOGLITAZONE ZENTIVA;ZENTIVA ITALIA S.R.L.;  15,00;  15,00;  0,00;In distribuzione diretta da parte delle Regioni;QEB
Pioglitazone;28 UNITA' 45 MG - USO ORALE;A10BG03;34946121;"""45 MG COMPRESSA""-USO ORALE-BLISTER (ALL/ALL) 28 COMPRESSE";ACTOS;TAKEDA PHARMA A/S;  30,94;  34,44;  3,50;In distribuzione diretta da parte delle Regioni;QEC
Pioglitazone;28 UNITA' 45 MG - USO ORALE;A10BG03;42677221;"""45 MG COMPRESSA""-USO ORALE-BLISTER (ALL/ALL) 28 COMPRESSE";PIOGLITAZONE ACCORD;ACCORD HEALTHCARE LIMITED;  30,94;  30,94;  0,00;In distribuzione diretta da parte delle Regioni;QEC
Pioglitazone;28 UNITA' 45 MG - USO ORALE;A10BG03;42700031;"""45 MG COMPRESSE"" 28 COMPRESSE IN BLISTER PVC/PCTFE/AL";PIOGLITAZONE TECNIGEN;TECNIGEN S.R.L.;  30,94;  30,94;  0,00;In distribuzione diretta da parte delle Regioni;QEC
Piperacillina;1 UNITA' 1000 MG - USO PARENTERALE;J01CA12;29221013;"""1 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" 1 FLACONCINO POLVERE 1 G + 1 FIALA SOLVENTE 2 ML";PIPERACILLINA;TEVA ITALIA S.R.L.;  3,28;  3,96;  0,68;;19A
Piperacillina;1 UNITA' 1000 MG - USO PARENTERALE;J01CA12;33423017;"""1 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONE + 1 FIALA";PIPERACILLINA SODICA;K24 PHARMACEUTICALS S.R.L.;  3,28;  4,01;  0,73;;19A
Piperacillina;1 UNITA' 1000 MG - USO PARENTERALE;J01CA12;28735013;IM IV 1 FLAC. 1 G + 1 FIALA 2 ML;PIPERITAL;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  3,28;  3,96;  0,68;;19A
Piperacillina;1 UNITA' 1000 MG - USO PARENTERALE;J01CA12;33958012;"""1G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" FLACONCINO POLVERE 1 G + FIALA SOLVENTE";PIPERTEX;PHARMATEX ITALIA S.R.L.;  3,28;  3,96;  0,68;;19A
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;25671049;IM IV 1 FLAC. 2 G + 1 FIALA 4 ML;PICILLIN;LABORATORIO FARMACEUTICO C.T. S.R.L.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;29221025;"""2 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" 1 FLACONCINO POLVERE 2 G + 1 FIALA SOLVENTE 4 ML";PIPERACILLINA;TEVA ITALIA S.R.L.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;33324029;"""2 G/4 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" 1 FLACONE + 1 FIALA";PIPERACILLINA;SANDOZ S.P.A.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;33690025;"""2 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" 1 FLACONCINO POLVERE 2 G + 1 FIALA SOLVENTE 4 ML";PIPERACILLINA;EG S.P.A.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;34391021;"""2 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" 1 FLACONE 2 G + 1 FIALA SOLVENTE 4 ML";PIPERACILLINA;DOC GENERICI S.R.L.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;33423029;"""2 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONE + 1 FIALA";PIPERACILLINA SODICA;K24 PHARMACEUTICALS S.R.L.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;28735025;IM IV 1 FLAC. 2 G + 1 FIALA 4 ML;PIPERITAL;ISTITUTO BIOCHIMICO ITALIANO GIOVANNI LORENZINI S.P.A.;  4,44;  5,36;  0,92;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;33958024;"""2 G POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE"" FLACONCINO POLVERE 2 G + FIALA SOLVENTE";PIPERTEX;PHARMATEX ITALIA S.R.L.;  4,44;  5,37;  0,93;;19B
Piperacillina;1 UNITA' 2000 MG - USO PARENTERALE;J01CA12;32799025;1 FLAC.NO POLV 2 G + 1 FIALA SOLV 4 ML IM;SEMIPENIL;MAGIS FARMACEUTICI S.P.A.;  4,44;  5,36;  0,92;;19B
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G  -  USO PARENTERALE (EV);J01CR05;39786013;"""2 G/0,25 G POLVERE PER SOLUZIONE PER INFUSIONE"" 1FLACONCINO IN VETRO DA 30ML";PIPERACILLINA E TAZOBACTAM AUROBINDO;AUROBINDO PHARMA ITALIA S.R.L.;  6,66;  6,66;  0,00;;E7B
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G  -  USO PARENTERALE (EV);J01CR05;39057017;"""2 G/0,25 G POLVERE PER SOLUZIONE PER INFUSIONE"" 1FLACONCINO IN VETRO";PIPERACILLINA E TAZOBACTAM HOSPIRA;HOSPIRA ITALIA S.R.L.;  6,66;  8,04;  1,38;;E7B
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G  -  USO PARENTERALE (EV);J01CR05;38476014;"""2 G/0,25 G POLVERE PER SOLUZIONE PER INFUSIONE"" 1FLACONCINO IN VETRO";PIPERACILLINA E TAZOBACTAM IBIGEN;IBIGEN S.R.L.;  6,66;  8,04;  1,38;;E7B
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G  -  USO PARENTERALE (EV);J01CR05;38717017;"""2 G/0,25 G POLVERE PER SOLUZIONE PER INFUSIONE"" 1FLACONCINO IN VETRO DA 30ML";PIPERACILLINA E TAZOBACTAM SANDOZ;SANDOZ S.P.A.;  6,66;  8,04;  1,38;;E7B
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;38110019;"""2 G+250 MG/4 ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE""  FLACONCINO POLVERE+FIALA SOLVENTE DA 4ML";IBITAZINA;IBIGEN S.R.L.;  6,66;  6,66;  0,00;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;37360017;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE"" INIETTABILE PER USO INTRAMUSCOLARE"" FLACONCINO POLVERE+FIALA SOLVENTE DA 4ML";LIMERIK;LABORATORIO FARMACEUTICO C.T. S.R.L.;  6,66;  6,66;  0,00;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;37353012;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE"" INIETTABILE PER USO INTRAMUSCOLARE"" FLACONCINO POLVERE+FIALA SOLVENTE 4ML";PIPERACILLINA E TAZOBACTAM KABI;FRESENIUS KABI ITALIA S.R.L.;  6,66;  8,04;  1,38;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;37668011;"""2 G+0,25 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE"" INIETTABILE PER USO INTRAMUSCOLARE"" 1 FLACONCINO POLVERE +1 FIALA SOLVENTE DA 4ML";PIPERACILLINA E TAZOBACTAM MYLAN GENERICS;MYLAN S.P.A.;  6,66;  8,04;  1,38;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;37666017;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE"" INIETTABILE PER USO INTRAMUSCOLARE 1FLACONCINO POLVERE +1 FIALA SOLVENTE DA 4ML";PIPERACILLINA E TAZOBACTAM TEVA;TEVA ITALIA S.R.L.;  6,66;  8,04;  1,38;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;37511019;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE"" INIETTABILE PER USO INTRAMUSCOLARE"" FLACONCINO POLVERE+FIALA SOLVENTE 4ML";REPITA;FIDIA FARMACEUTICI S.P.A.;  6,66;  6,66;  0,00;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;37667019;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE"" INIETTABILE PER USO INTRAMUSCOLARE"" FLACONCINO POLVERE+FIALA SOLVENTE 4ML";TAIPER;SO.SE.PHARM S.R.L.;  6,66;  6,66;  0,00;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;28512022;"""2 G+0,25 G/4 ML POLVERE E SOLVENTE PER SOLUZ.INIETT.PER USO INTRAMUSCOLARE"" 1FLACONCINO POLVERE + 1FIALA SOLV 4ML";TAZOBAC;PFIZER ITALIA S.R.L.;  6,66;  10,45;  3,79;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;28249023;"""2 G+0,25 G/4 ML POLVERE E SOLVENTE PER SOLUZ.INIETT.PER USO INTRAMUSCOLARE"" 1FLACONCINO POLVERE + 1FIALA SOLV 4ML";TAZOCIN;PFIZER LTD;  6,66;  10,45;  3,79;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;38181018;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 1FLACONCINO POLVERE +1 FIALA SOLVENTE DA 4ML";TAZOPENIL;MAGIS FARMACEUTICI S.P.A.;  6,66;  8,04;  1,38;;E7A
Piperacillina + Tazobactam;1 UNITA' (2+0,25) G - USO PARENTERALE;J01CR05;38558019;"""2 G+250 MG/4ML POLVERE E SOLVENTE PER SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" FLACONCINO POLVERE+FIALA SOLVENTE DA 4ML";TEXTAZO;PHARMATEX ITALIA S.R.L.;  6,66;  8,04;  1,38;;E7A
Piroxicam;3 UNITA' 20 MG - USO PARENTERALE;M01AC01;29461035;3 FIALE 20 MG SOLUZ INIETT IM;PIROXICAM;HEXAL S.P.A.;  1,87;  1,87;  0,00;;29C
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;26446056;30 COMPRESSE DIVISIBILI 20 MG;BREXIN;PROMEDICA S.R.L.;  2,84;  12,57;  9,73;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;26446106;"""20 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE EFFERVESCENTI";BREXIN;PROMEDICA S.R.L.;  2,84;  12,57;  9,73;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;26447058;30 COMPRESSE DIVISIBILI 20 MG;CICLADOL;MASTER PHARMA S.R.L.;  2,84;  12,57;  9,73;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;26447108;"""20 MG COMPRESSE EFFERVESCENTI"" 30 COMPRESSE EFFERVESCENTI";CICLADOL;MASTER PHARMA S.R.L.;  2,84;  12,57;  9,73;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;24249029;30 CAPSULE 20 MG;FELDENE;PFIZER ITALIA S.R.L.;  2,84;  9,71;  6,87;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;24249056;"""SOL"" 30 COMPRESSE SOLUBILI 20 MG";FELDENE;PFIZER ITALIA S.R.L.;  2,84;  9,71;  6,87;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;34919047;"""20 MG COMPRESSE SOLUBILI""  BLISTER 30 COMPRESSE SOLUBILI";IPSOFLOG;TECNOPHARMA S.R.L.;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;29461023;"""20 MG COMPRESSE"" 30 COMPRESSE";PIROXICAM;HEXAL S.P.A.;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;29534029;"""20 MG CAPSULE RIGIDE"" BLISTER 30 CAPSULE RIGIDE";PIROXICAM;EG S.P.A.;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;29534031;"""20 MG COMPRESSE SOLUBILI "" BLISTER 30 COMPRESSE SOLUBILI";PIROXICAM;EG S.P.A.;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;31222021;"""20 MG CAPSULE"" 30 CAPSULE";PIROXICAM;RATIOPHARM GMBH;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;31222033;"""20 MG COMPRESSE SOLUBILI"" 30 COMPRESSE";PIROXICAM;RATIOPHARM GMBH;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;33788011;"""20 MG CAPSULE"" 30 CAPSULE";PIROXICAM;DOC GENERICI S.R.L.;  2,84;  3,43;  0,59;;29A
Piroxicam;30 UNITA' 20 MG - USO ORALE;M01AC01;25062035;30 CAPSULE 20 MG;ROXIDEN;S.F. GROUP S.R.L.;  2,84;  3,43;  0,59;;29A
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;27371071;IM 6 FIALE 20 MG;BREXIVEL;PROMEDICA S.R.L.;  3,12;  3,43;  0,31;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;24249068;IM 6 FIALE 1 ML 20 MG;FELDENE;PFIZER ITALIA S.R.L.;  3,12;  4,60;  1,48;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;34919035;"""20 MG/ML SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 6 FIALE 1ML";IPSOFLOG;TECNOPHARMA S.R.L.;  3,12;  3,43;  0,31;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;29534017;"""20MG/ML SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 6 FIALE 1ML";PIROXICAM;EG S.P.A.;  3,12;  3,43;  0,31;;29B
Piroxicam;6 UNITA' 20 MG - USO PARENTERALE;M01AC01;31222019;"""20 MG/1ML SOLUZIONE INIETTABILE PER USO INTRAMUSCOLARE"" 6 FIALE";PIROXICAM;RATIOPHARM GMBH;  3,12;  3,43;  0,31;;29B
